year,fips_code,state,county_name,population
1993,53013,WA,Columbia County,4048
1994,53013,WA,Columbia County,4096
1995,53013,WA,Columbia County,4203
1996,53013,WA,Columbia County,4240
1997,53013,WA,Columbia County,4200
1998,53013,WA,Columbia County,4158
1999,53013,WA,Columbia County,4155
1990,53015,WA,Cowlitz County,82450
1991,53015,WA,Cowlitz County,84082
1992,53015,WA,Cowlitz County,85093
1993,53015,WA,Cowlitz County,86174
1994,53015,WA,Cowlitz County,87363
1995,53015,WA,Cowlitz County,88744
1996,53015,WA,Cowlitz County,89679
1997,53015,WA,Cowlitz County,90610
1998,53015,WA,Cowlitz County,91409
1999,53015,WA,Cowlitz County,91949
1990,53017,WA,Douglas County,26418
1991,53017,WA,Douglas County,27743
1992,53017,WA,Douglas County,28726
1993,53017,WA,Douglas County,29855
1994,53017,WA,Douglas County,30949
1995,53017,WA,Douglas County,31838
1996,53017,WA,Douglas County,32278
1997,53017,WA,Douglas County,32926
1998,53017,WA,Douglas County,33600
1999,53017,WA,Douglas County,34191
1990,53019,WA,Ferry County,6331
1991,53019,WA,Ferry County,6534
1992,53019,WA,Ferry County,6727
1993,53019,WA,Ferry County,6812
1994,53019,WA,Ferry County,7001
1995,53019,WA,Ferry County,7158
1996,53019,WA,Ferry County,7171
1997,53019,WA,Ferry County,7252
1998,53019,WA,Ferry County,7163
1999,53019,WA,Ferry County,7188
1990,53021,WA,Franklin County,37719
1991,53021,WA,Franklin County,39220
1992,53021,WA,Franklin County,40714
1993,53021,WA,Franklin County,42498
1994,53021,WA,Franklin County,43750
1995,53021,WA,Franklin County,45105
1996,53021,WA,Franklin County,44992
1997,53021,WA,Franklin County,45648
1998,53021,WA,Franklin County,46511
1999,53021,WA,Franklin County,46782
1990,53023,WA,Garfield County,2246
1991,53023,WA,Garfield County,2239
1992,53023,WA,Garfield County,2251
1993,53023,WA,Garfield County,2275
1994,53023,WA,Garfield County,2310
1995,53023,WA,Garfield County,2289
1996,53023,WA,Garfield County,2302
1997,53023,WA,Garfield County,2294
1998,53023,WA,Garfield County,2317
1999,53023,WA,Garfield County,2339
1990,53025,WA,Grant County,55033
1991,53025,WA,Grant County,57079
1992,53025,WA,Grant County,59014
1993,53025,WA,Grant County,60866
1994,53025,WA,Grant County,62960
1995,53025,WA,Grant County,65261
1996,53025,WA,Grant County,67054
1997,53025,WA,Grant County,69041
1998,53025,WA,Grant County,70667
1999,53025,WA,Grant County,72019
1990,53027,WA,Grays Harbor County,64397
1991,53027,WA,Grays Harbor County,64650
1992,53027,WA,Grays Harbor County,65420
1993,53027,WA,Grays Harbor County,66005
1994,53027,WA,Grays Harbor County,66665
1995,53027,WA,Grays Harbor County,67284
1996,53027,WA,Grays Harbor County,67767
1997,53027,WA,Grays Harbor County,68014
1998,53027,WA,Grays Harbor County,67463
1999,53027,WA,Grays Harbor County,67102
1990,53029,WA,Island County,60976
1991,53029,WA,Island County,62531
1992,53029,WA,Island County,65472
1993,53029,WA,Island County,65758
1994,53029,WA,Island County,67282
1995,53029,WA,Island County,68683
1996,53029,WA,Island County,69284
1997,53029,WA,Island County,71292
1998,53029,WA,Island County,71747
1999,53029,WA,Island County,73490
1990,53031,WA,Jefferson County,20684
1991,53031,WA,Jefferson County,21566
1992,53031,WA,Jefferson County,22494
1993,53031,WA,Jefferson County,23379
1994,53031,WA,Jefferson County,24064
1995,53031,WA,Jefferson County,24955
1996,53031,WA,Jefferson County,25424
1997,53031,WA,Jefferson County,25726
1998,53031,WA,Jefferson County,26275
1999,53031,WA,Jefferson County,26748
1990,53033,WA,King County,1515601
1991,53033,WA,King County,1532520
1992,53033,WA,King County,1555700
1993,53033,WA,King County,1573413
1994,53033,WA,King County,1582676
1995,53033,WA,King County,1595895
1996,53033,WA,King County,1612014
1997,53033,WA,King County,1634228
1998,53033,WA,King County,1654329
1999,53033,WA,King County,1664846
1990,53035,WA,Kitsap County,191990
1991,53035,WA,Kitsap County,200195
1992,53035,WA,Kitsap County,210520
1993,53035,WA,Kitsap County,212642
1994,53035,WA,Kitsap County,216341
1995,53035,WA,Kitsap County,225913
1996,53035,WA,Kitsap County,229734
1997,53035,WA,Kitsap County,232923
1998,53035,WA,Kitsap County,232933
1999,53035,WA,Kitsap County,236560
1990,53037,WA,Kittitas County,26837
1991,53037,WA,Kittitas County,27643
1992,53037,WA,Kittitas County,27941
1993,53037,WA,Kittitas County,28846
1994,53037,WA,Kittitas County,29766
1995,53037,WA,Kittitas County,30141
1996,53037,WA,Kittitas County,30715
1997,53037,WA,Kittitas County,31324
1998,53037,WA,Kittitas County,31403
1999,53037,WA,Kittitas County,32021
1990,53039,WA,Klickitat County,16678
1991,53039,WA,Klickitat County,16774
1992,53039,WA,Klickitat County,17190
1993,53039,WA,Klickitat County,17528
1994,53039,WA,Klickitat County,17768
1995,53039,WA,Klickitat County,18246
1996,53039,WA,Klickitat County,18503
1997,53039,WA,Klickitat County,18954
1998,53039,WA,Klickitat County,19361
1999,53039,WA,Klickitat County,19530
1990,53041,WA,Lewis County,59553
1991,53041,WA,Lewis County,60760
1992,53041,WA,Lewis County,61515
1993,53041,WA,Lewis County,63331
1994,53041,WA,Lewis County,64614
1995,53041,WA,Lewis County,65828
1996,53041,WA,Lewis County,66734
1997,53041,WA,Lewis County,67532
1998,53041,WA,Lewis County,68094
1999,53041,WA,Lewis County,68621
1990,53043,WA,Lincoln County,8873
1991,53043,WA,Lincoln County,8935
1992,53043,WA,Lincoln County,9027
1993,53043,WA,Lincoln County,9258
1994,53043,WA,Lincoln County,9429
1995,53043,WA,Lincoln County,9457
1996,53043,WA,Lincoln County,9551
1997,53043,WA,Lincoln County,9688
1998,53043,WA,Lincoln County,9766
1999,53043,WA,Lincoln County,9759
1990,53045,WA,Mason County,38717
1991,53045,WA,Mason County,40693
1992,53045,WA,Mason County,42495
1993,53045,WA,Mason County,44122
1994,53045,WA,Mason County,45773
1995,53045,WA,Mason County,47260
1996,53045,WA,Mason County,48355
1997,53045,WA,Mason County,49549
1998,53045,WA,Mason County,49826
1999,53045,WA,Mason County,50357
1990,53047,WA,Okanogan County,33398
1991,53047,WA,Okanogan County,33615
1992,53047,WA,Okanogan County,34328
1993,53047,WA,Okanogan County,35157
1994,53047,WA,Okanogan County,36039
1995,53047,WA,Okanogan County,36867
1996,53047,WA,Okanogan County,37747
1997,53047,WA,Okanogan County,38234
1998,53047,WA,Okanogan County,38286
1999,53047,WA,Okanogan County,38432
1990,53049,WA,Pacific County,18952
1991,53049,WA,Pacific County,19131
1992,53049,WA,Pacific County,19522
1993,53049,WA,Pacific County,19909
1994,53049,WA,Pacific County,20296
1995,53049,WA,Pacific County,20765
1996,53049,WA,Pacific County,20922
1997,53049,WA,Pacific County,20985
1998,53049,WA,Pacific County,20855
1999,53049,WA,Pacific County,20768
1990,53051,WA,Pend Oreille County,8923
1991,53051,WA,Pend Oreille County,9138
1992,53051,WA,Pend Oreille County,9565
1993,53051,WA,Pend Oreille County,9943
1994,53051,WA,Pend Oreille County,10338
1995,53051,WA,Pend Oreille County,10744
1996,53051,WA,Pend Oreille County,11093
1997,53051,WA,Pend Oreille County,11252
1998,53051,WA,Pend Oreille County,11523
1999,53051,WA,Pend Oreille County,11604
1990,53053,WA,Pierce County,590444
1991,53053,WA,Pierce County,604392
1992,53053,WA,Pierce County,618379
1993,53053,WA,Pierce County,629455
1994,53053,WA,Pierce County,637190
1995,53053,WA,Pierce County,647259
1996,53053,WA,Pierce County,654437
1997,53053,WA,Pierce County,662954
1998,53053,WA,Pierce County,675962
1999,53053,WA,Pierce County,688807
1990,53055,WA,San Juan County,10153
1991,53055,WA,San Juan County,10618
1992,53055,WA,San Juan County,10857
1993,53055,WA,San Juan County,11195
1994,53055,WA,San Juan County,11439
1995,53055,WA,San Juan County,11855
1996,53055,WA,San Juan County,11982
1997,53055,WA,San Juan County,12171
1998,53055,WA,San Juan County,12545
1999,53055,WA,San Juan County,12898
1990,53057,WA,Skagit County,80436
1991,53057,WA,Skagit County,83680
1992,53057,WA,Skagit County,86317
1993,53057,WA,Skagit County,89350
1994,53057,WA,Skagit County,91597
1995,53057,WA,Skagit County,93772
1996,53057,WA,Skagit County,95402
1997,53057,WA,Skagit County,97125
1998,53057,WA,Skagit County,99389
1999,53057,WA,Skagit County,101180
1990,53059,WA,Skamania County,8327
1991,53059,WA,Skamania County,8500
1992,53059,WA,Skamania County,8545
1993,53059,WA,Skamania County,8756
1994,53059,WA,Skamania County,8925
1995,53059,WA,Skamania County,9068
1996,53059,WA,Skamania County,9282
1997,53059,WA,Skamania County,9665
1998,53059,WA,Skamania County,9779
1999,53059,WA,Skamania County,9831
1990,53061,WA,Snohomish County,471037
1991,53061,WA,Snohomish County,484113
1992,53061,WA,Snohomish County,499702
1993,53061,WA,Snohomish County,513200
1994,53061,WA,Snohomish County,523010
1995,53061,WA,Snohomish County,532788
1996,53061,WA,Snohomish County,544318
1997,53061,WA,Snohomish County,566630
1998,53061,WA,Snohomish County,585487
1999,53061,WA,Snohomish County,596598
1990,53063,WA,Spokane County,362886
1991,53063,WA,Spokane County,372019
1992,53063,WA,Spokane County,381635
1993,53063,WA,Spokane County,390740
1994,53063,WA,Spokane County,395880
1995,53063,WA,Spokane County,401315
1996,53063,WA,Spokane County,404173
1997,53063,WA,Spokane County,405550
1998,53063,WA,Spokane County,408221
1999,53063,WA,Spokane County,409736
1990,53065,WA,Stevens County,31111
1991,53065,WA,Stevens County,31811
1992,53065,WA,Stevens County,33351
1993,53065,WA,Stevens County,34827
1994,53065,WA,Stevens County,36417
1995,53065,WA,Stevens County,37634
1996,53065,WA,Stevens County,38625
1997,53065,WA,Stevens County,39278
1998,53065,WA,Stevens County,39591
1999,53065,WA,Stevens County,40137
1990,53067,WA,Thurston County,163017
1991,53067,WA,Thurston County,169403
1992,53067,WA,Thurston County,176454
1993,53067,WA,Thurston County,183138
1994,53067,WA,Thurston County,187101
1995,53067,WA,Thurston County,192169
1996,53067,WA,Thurston County,196441
1997,53067,WA,Thurston County,199721
1998,53067,WA,Thurston County,202264
1999,53067,WA,Thurston County,205459
1990,53069,WA,Wahkiakum County,3331
1991,53069,WA,Wahkiakum County,3371
1992,53069,WA,Wahkiakum County,3470
1993,53069,WA,Wahkiakum County,3497
1994,53069,WA,Wahkiakum County,3616
1995,53069,WA,Wahkiakum County,3679
1996,53069,WA,Wahkiakum County,3781
1997,53069,WA,Wahkiakum County,3872
1998,53069,WA,Wahkiakum County,3862
1999,53069,WA,Wahkiakum County,3841
1990,53071,WA,Walla Walla County,48505
1991,53071,WA,Walla Walla County,50006
1992,53071,WA,Walla Walla County,50760
1993,53071,WA,Walla Walla County,52016
1994,53071,WA,Walla Walla County,52788
1995,53071,WA,Walla Walla County,53176
1996,53071,WA,Walla Walla County,53432
1997,53071,WA,Walla Walla County,53618
1998,53071,WA,Walla Walla County,53671
1999,53071,WA,Walla Walla County,53854
1990,53073,WA,Whatcom County,129006
1991,53073,WA,Whatcom County,133330
1992,53073,WA,Whatcom County,138061
1993,53073,WA,Whatcom County,142341
1994,53073,WA,Whatcom County,145783
1995,53073,WA,Whatcom County,149088
1996,53073,WA,Whatcom County,152381
1997,53073,WA,Whatcom County,154892
1998,53073,WA,Whatcom County,157244
1999,53073,WA,Whatcom County,160310
1990,53075,WA,Whitman County,38803
1991,53075,WA,Whitman County,38464
1992,53075,WA,Whitman County,38411
1993,53075,WA,Whitman County,38632
1994,53075,WA,Whitman County,38870
1995,53075,WA,Whitman County,39237
1996,53075,WA,Whitman County,39004
1997,53075,WA,Whitman County,38463
1998,53075,WA,Whitman County,38706
1999,53075,WA,Whitman County,38386
1990,53077,WA,Yakima County,189428
1991,53077,WA,Yakima County,193723
1992,53077,WA,Yakima County,198676
1993,53077,WA,Yakima County,203827
1994,53077,WA,Yakima County,208388
1995,53077,WA,Yakima County,211867
1996,53077,WA,Yakima County,214068
1997,53077,WA,Yakima County,216176
1998,53077,WA,Yakima County,218808
1999,53077,WA,Yakima County,220785
1990,54001,WV,Barbour County,15687
1991,54001,WV,Barbour County,15631
1992,54001,WV,Barbour County,15866
1993,54001,WV,Barbour County,15963
1994,54001,WV,Barbour County,16134
1995,54001,WV,Barbour County,16202
1996,54001,WV,Barbour County,16289
1997,54001,WV,Barbour County,16049
1998,54001,WV,Barbour County,16106
1999,54001,WV,Barbour County,15979
1990,54003,WV,Berkeley County,59810
1991,54003,WV,Berkeley County,61429
1992,54003,WV,Berkeley County,62721
1993,54003,WV,Berkeley County,63971
1994,54003,WV,Berkeley County,65245
1995,54003,WV,Berkeley County,66421
1996,54003,WV,Berkeley County,67822
1997,54003,WV,Berkeley County,69053
1998,54003,WV,Berkeley County,71021
1999,54003,WV,Berkeley County,72846
1990,54005,WV,Boone County,25795
1991,54005,WV,Boone County,26027
1992,54005,WV,Boone County,26432
1993,54005,WV,Boone County,26231
1994,54005,WV,Boone County,26220
1995,54005,WV,Boone County,26224
1996,54005,WV,Boone County,26410
1997,54005,WV,Boone County,26385
1998,54005,WV,Boone County,26164
1999,54005,WV,Boone County,26302
1990,54007,WV,Braxton County,12991
1991,54007,WV,Braxton County,13088
1992,54007,WV,Braxton County,13048
1993,54007,WV,Braxton County,13217
1994,54007,WV,Braxton County,13220
1995,54007,WV,Braxton County,13354
1996,54007,WV,Braxton County,13384
1997,54007,WV,Braxton County,13225
1998,54007,WV,Braxton County,13220
1999,54007,WV,Braxton County,13211
1990,54009,WV,Brooke County,26978
1991,54009,WV,Brooke County,26801
1992,54009,WV,Brooke County,26620
1993,54009,WV,Brooke County,26747
1994,54009,WV,Brooke County,26688
1995,54009,WV,Brooke County,26727
1996,54009,WV,Brooke County,26483
1997,54009,WV,Brooke County,26174
1998,54009,WV,Brooke County,26015
1999,54009,WV,Brooke County,25890
1990,54011,WV,Cabell County,96650
1991,54011,WV,Cabell County,96630
1992,54011,WV,Cabell County,96387
1993,54011,WV,Cabell County,96688
1994,54011,WV,Cabell County,96896
1995,54011,WV,Cabell County,96509
1996,54011,WV,Cabell County,95953
1997,54011,WV,Cabell County,95160
1998,54011,WV,Cabell County,94112
1999,54011,WV,Cabell County,93562
1990,54013,WV,Calhoun County,7890
1991,54013,WV,Calhoun County,7853
1992,54013,WV,Calhoun County,7932
1993,54013,WV,Calhoun County,7982
1994,54013,WV,Calhoun County,7889
1995,54013,WV,Calhoun County,7892
1996,54013,WV,Calhoun County,7962
1997,54013,WV,Calhoun County,7922
1998,54013,WV,Calhoun County,7945
1999,54013,WV,Calhoun County,7982
1990,54015,WV,Clay County,9952
1991,54015,WV,Clay County,9947
1992,54015,WV,Clay County,10006
1993,54015,WV,Clay County,10158
1994,54015,WV,Clay County,10170
1995,54015,WV,Clay County,10310
1996,54015,WV,Clay County,10366
1997,54015,WV,Clay County,10517
1998,54015,WV,Clay County,10519
1999,54015,WV,Clay County,10609
1990,54017,WV,Doddridge County,7004
1991,54017,WV,Doddridge County,7091
1992,54017,WV,Doddridge County,7110
1993,54017,WV,Doddridge County,7211
1994,54017,WV,Doddridge County,7210
1995,54017,WV,Doddridge County,7316
1996,54017,WV,Doddridge County,7235
1997,54017,WV,Doddridge County,7411
1998,54017,WV,Doddridge County,7503
1999,54017,WV,Doddridge County,7447
1990,54019,WV,Fayette County,47870
1991,54019,WV,Fayette County,47847
1992,54019,WV,Fayette County,47915
1993,54019,WV,Fayette County,48298
1994,54019,WV,Fayette County,48256
1995,54019,WV,Fayette County,48154
1996,54019,WV,Fayette County,48221
1997,54019,WV,Fayette County,47754
1998,54019,WV,Fayette County,47094
1999,54019,WV,Fayette County,46785
1990,54021,WV,Gilmer County,7621
1991,54021,WV,Gilmer County,7604
1992,54021,WV,Gilmer County,7447
1993,54021,WV,Gilmer County,7440
1994,54021,WV,Gilmer County,7411
1995,54021,WV,Gilmer County,7269
1996,54021,WV,Gilmer County,7173
1997,54021,WV,Gilmer County,7117
1998,54021,WV,Gilmer County,7180
1999,54021,WV,Gilmer County,7143
1990,54023,WV,Grant County,10447
1991,54023,WV,Grant County,10547
1992,54023,WV,Grant County,10664
1993,54023,WV,Grant County,10809
1994,54023,WV,Grant County,10922
1995,54023,WV,Grant County,11074
1996,54023,WV,Grant County,11098
1997,54023,WV,Grant County,11110
1998,54023,WV,Grant County,11114
1999,54023,WV,Grant County,11140
1990,54025,WV,Greenbrier County,34704
1991,54025,WV,Greenbrier County,34998
1992,54025,WV,Greenbrier County,35289
1993,54025,WV,Greenbrier County,35489
1994,54025,WV,Greenbrier County,35507
1995,54025,WV,Greenbrier County,35643
1996,54025,WV,Greenbrier County,35624
1997,54025,WV,Greenbrier County,35463
1998,54025,WV,Greenbrier County,35349
1999,54025,WV,Greenbrier County,35310
1990,54027,WV,Hampshire County,16594
1991,54027,WV,Hampshire County,17093
1992,54027,WV,Hampshire County,17425
1993,54027,WV,Hampshire County,17828
1994,54027,WV,Hampshire County,18087
1995,54027,WV,Hampshire County,18329
1996,54027,WV,Hampshire County,18645
1997,54027,WV,Hampshire County,18912
1998,54027,WV,Hampshire County,19148
1999,54027,WV,Hampshire County,19418
1990,54029,WV,Hancock County,35203
1991,54029,WV,Hancock County,35200
1992,54029,WV,Hancock County,35014
1993,54029,WV,Hancock County,34880
1994,54029,WV,Hancock County,34753
1995,54029,WV,Hancock County,34659
1996,54029,WV,Hancock County,34686
1997,54029,WV,Hancock County,34334
1998,54029,WV,Hancock County,34010
1999,54029,WV,Hancock County,33740
1990,54031,WV,Hardy County,11017
1991,54031,WV,Hardy County,11133
1992,54031,WV,Hardy County,11198
1993,54031,WV,Hardy County,11368
1994,54031,WV,Hardy County,11443
1995,54031,WV,Hardy County,11591
1996,54031,WV,Hardy County,11733
1997,54031,WV,Hardy County,11721
1998,54031,WV,Hardy County,11857
1999,54031,WV,Hardy County,11989
1990,54033,WV,Harrison County,69251
1991,54033,WV,Harrison County,69514
1992,54033,WV,Harrison County,70037
1993,54033,WV,Harrison County,70374
1994,54033,WV,Harrison County,70540
1995,54033,WV,Harrison County,70595
1996,54033,WV,Harrison County,70755
1997,54033,WV,Harrison County,71101
1998,54033,WV,Harrison County,70808
1999,54033,WV,Harrison County,70329
1990,54035,WV,Jackson County,25954
1991,54035,WV,Jackson County,25975
1992,54035,WV,Jackson County,26056
1993,54035,WV,Jackson County,26425
1994,54035,WV,Jackson County,26633
1995,54035,WV,Jackson County,27072
1996,54035,WV,Jackson County,27332
1997,54035,WV,Jackson County,27631
1998,54035,WV,Jackson County,27980
1999,54035,WV,Jackson County,28294
1990,54037,WV,Jefferson County,36150
1991,54037,WV,Jefferson County,36672
1992,54037,WV,Jefferson County,37393
1993,54037,WV,Jefferson County,38167
1994,54037,WV,Jefferson County,38856
1995,54037,WV,Jefferson County,39335
1996,54037,WV,Jefferson County,39798
1997,54037,WV,Jefferson County,40842
1998,54037,WV,Jefferson County,41445
1999,54037,WV,Jefferson County,42271
1990,54039,WV,Kanawha County,207339
1991,54039,WV,Kanawha County,206962
1992,54039,WV,Kanawha County,207293
1993,54039,WV,Kanawha County,207127
1994,54039,WV,Kanawha County,206114
1995,54039,WV,Kanawha County,205581
1996,54039,WV,Kanawha County,204681
1997,54039,WV,Kanawha County,203192
1998,54039,WV,Kanawha County,201477
1999,54039,WV,Kanawha County,199263
1990,54041,WV,Lewis County,17176
1991,54041,WV,Lewis County,17145
1992,54041,WV,Lewis County,17351
1993,54041,WV,Lewis County,17378
1994,54041,WV,Lewis County,17447
1995,54041,WV,Lewis County,17585
1996,54041,WV,Lewis County,17539
1997,54041,WV,Lewis County,17496
1998,54041,WV,Lewis County,17609
1999,54041,WV,Lewis County,17463
1990,54043,WV,Lincoln County,21377
1991,54043,WV,Lincoln County,21434
1992,54043,WV,Lincoln County,21621
1993,54043,WV,Lincoln County,21987
1994,54043,WV,Lincoln County,21873
1995,54043,WV,Lincoln County,22098
1996,54043,WV,Lincoln County,22102
1997,54043,WV,Lincoln County,22181
1998,54043,WV,Lincoln County,22185
1999,54043,WV,Lincoln County,22346
1990,54045,WV,Logan County,42857
1991,54045,WV,Logan County,42964
1992,54045,WV,Logan County,42751
1993,54045,WV,Logan County,42995
1994,54045,WV,Logan County,42749
1995,54045,WV,Logan County,42273
1996,54045,WV,Logan County,41780
1997,54045,WV,Logan County,41276
1998,54045,WV,Logan County,41023
1999,54045,WV,Logan County,40183
1990,54047,WV,McDowell County,34982
1991,54047,WV,McDowell County,34415
1992,54047,WV,McDowell County,34006
1993,54047,WV,McDowell County,33529
1994,54047,WV,McDowell County,32939
1995,54047,WV,McDowell County,32337
1996,54047,WV,McDowell County,31377
1997,54047,WV,McDowell County,30562
1998,54047,WV,McDowell County,29997
1999,54047,WV,McDowell County,29306
1990,54049,WV,Marion County,57181
1991,54049,WV,Marion County,57346
1992,54049,WV,Marion County,57598
1993,54049,WV,Marion County,58047
1994,54049,WV,Marion County,57865
1995,54049,WV,Marion County,57703
1996,54049,WV,Marion County,57308
1997,54049,WV,Marion County,56885
1998,54049,WV,Marion County,56466
1999,54049,WV,Marion County,55939
1990,54051,WV,Marshall County,37318
1991,54051,WV,Marshall County,37140
1992,54051,WV,Marshall County,37246
1993,54051,WV,Marshall County,37348
1994,54051,WV,Marshall County,37131
1995,54051,WV,Marshall County,36219
1996,54051,WV,Marshall County,35782
1997,54051,WV,Marshall County,35491
1998,54051,WV,Marshall County,35235
1999,54051,WV,Marshall County,34968
1990,54053,WV,Mason County,25144
1991,54053,WV,Mason County,25118
1992,54053,WV,Mason County,24878
1993,54053,WV,Mason County,25242
1994,54053,WV,Mason County,25316
1995,54053,WV,Mason County,25644
1996,54053,WV,Mason County,25793
1997,54053,WV,Mason County,25942
1998,54053,WV,Mason County,25933
1999,54053,WV,Mason County,26018
1990,54055,WV,Mercer County,64862
1991,54055,WV,Mercer County,64747
1992,54055,WV,Mercer County,64940
1993,54055,WV,Mercer County,65102
1994,54055,WV,Mercer County,64870
1995,54055,WV,Mercer County,64673
1996,54055,WV,Mercer County,64528
1997,54055,WV,Mercer County,64642
1998,54055,WV,Mercer County,64342
1999,54055,WV,Mercer County,64132
1990,54057,WV,Mineral County,26675
1991,54057,WV,Mineral County,26770
1992,54057,WV,Mineral County,26857
1993,54057,WV,Mineral County,27000
1994,54057,WV,Mineral County,27227
1995,54057,WV,Mineral County,27177
1996,54057,WV,Mineral County,27173
1997,54057,WV,Mineral County,27008
1998,54057,WV,Mineral County,27044
1999,54057,WV,Mineral County,27069
1990,54059,WV,Mingo County,33639
1991,54059,WV,Mingo County,33766
1992,54059,WV,Mingo County,33396
1993,54059,WV,Mingo County,33835
1994,54059,WV,Mingo County,33765
1995,54059,WV,Mingo County,33375
1996,54059,WV,Mingo County,32831
1997,54059,WV,Mingo County,32494
1998,54059,WV,Mingo County,31911
1999,54059,WV,Mingo County,31480
1990,54061,WV,Monongalia County,75532
1991,54061,WV,Monongalia County,76466
1992,54061,WV,Monongalia County,77125
1993,54061,WV,Monongalia County,77542
1994,54061,WV,Monongalia County,77738
1995,54061,WV,Monongalia County,78009
1996,54061,WV,Monongalia County,77962
1997,54061,WV,Monongalia County,77775
1998,54061,WV,Monongalia County,77452
1999,54061,WV,Monongalia County,77006
1990,54063,WV,Monroe County,12399
1991,54063,WV,Monroe County,12460
1992,54063,WV,Monroe County,12558
1993,54063,WV,Monroe County,12769
1994,54063,WV,Monroe County,12958
1995,54063,WV,Monroe County,12991
1996,54063,WV,Monroe County,12999
1997,54063,WV,Monroe County,13131
1998,54063,WV,Monroe County,13191
1999,54063,WV,Monroe County,13296
1990,54065,WV,Morgan County,12177
1991,54065,WV,Morgan County,12434
1992,54065,WV,Morgan County,12761
1993,54065,WV,Morgan County,12847
1994,54065,WV,Morgan County,12934
1995,54065,WV,Morgan County,13193
1996,54065,WV,Morgan County,13354
1997,54065,WV,Morgan County,13563
1998,54065,WV,Morgan County,13706
1999,54065,WV,Morgan County,13895
1990,54067,WV,Nicholas County,26765
1991,54067,WV,Nicholas County,26715
1992,54067,WV,Nicholas County,26932
1993,54067,WV,Nicholas County,27257
1994,54067,WV,Nicholas County,27304
1995,54067,WV,Nicholas County,27503
1996,54067,WV,Nicholas County,27531
1997,54067,WV,Nicholas County,27569
1998,54067,WV,Nicholas County,27557
1999,54067,WV,Nicholas County,27526
1990,54069,WV,Ohio County,50775
1991,54069,WV,Ohio County,50379
1992,54069,WV,Ohio County,50446
1993,54069,WV,Ohio County,50287
1994,54069,WV,Ohio County,50028
1995,54069,WV,Ohio County,49721
1996,54069,WV,Ohio County,49348
1997,54069,WV,Ohio County,48667
1998,54069,WV,Ohio County,48232
1999,54069,WV,Ohio County,47719
1990,54071,WV,Pendleton County,8025
1991,54071,WV,Pendleton County,8017
1992,54071,WV,Pendleton County,8008
1993,54071,WV,Pendleton County,7969
1994,54071,WV,Pendleton County,8037
1995,54071,WV,Pendleton County,8116
1996,54071,WV,Pendleton County,8039
1997,54071,WV,Pendleton County,8032
1998,54071,WV,Pendleton County,8066
1999,54071,WV,Pendleton County,8040
1990,54073,WV,Pleasants County,7552
1991,54073,WV,Pleasants County,7552
1992,54073,WV,Pleasants County,7531
1993,54073,WV,Pleasants County,7481
1994,54073,WV,Pleasants County,7463
1995,54073,WV,Pleasants County,7475
1996,54073,WV,Pleasants County,7456
1997,54073,WV,Pleasants County,7486
1998,54073,WV,Pleasants County,7498
1999,54073,WV,Pleasants County,7518
1990,54075,WV,Pocahontas County,8972
1991,54075,WV,Pocahontas County,8926
1992,54075,WV,Pocahontas County,9041
1993,54075,WV,Pocahontas County,9006
1994,54075,WV,Pocahontas County,9090
1995,54075,WV,Pocahontas County,9086
1996,54075,WV,Pocahontas County,9013
1997,54075,WV,Pocahontas County,9030
1998,54075,WV,Pocahontas County,9093
1999,54075,WV,Pocahontas County,9065
1990,54077,WV,Preston County,29059
1991,54077,WV,Preston County,29202
1992,54077,WV,Preston County,29362
1993,54077,WV,Preston County,29619
1994,54077,WV,Preston County,29880
1995,54077,WV,Preston County,29895
1996,54077,WV,Preston County,29799
1997,54077,WV,Preston County,29774
1998,54077,WV,Preston County,29805
1999,54077,WV,Preston County,29814
1990,54079,WV,Putnam County,43017
1991,54079,WV,Putnam County,44217
1992,54079,WV,Putnam County,45295
1993,54079,WV,Putnam County,46598
1994,54079,WV,Putnam County,47855
1995,54079,WV,Putnam County,48701
1996,54079,WV,Putnam County,49444
1997,54079,WV,Putnam County,50342
1998,54079,WV,Putnam County,51195
1999,54079,WV,Putnam County,51936
1990,54081,WV,Raleigh County,76796
1991,54081,WV,Raleigh County,76986
1992,54081,WV,Raleigh County,77073
1993,54081,WV,Raleigh County,77719
1994,54081,WV,Raleigh County,77911
1995,54081,WV,Raleigh County,78299
1996,54081,WV,Raleigh County,78843
1997,54081,WV,Raleigh County,79040
1998,54081,WV,Raleigh County,79232
1999,54081,WV,Raleigh County,78947
1990,54083,WV,Randolph County,27805
1991,54083,WV,Randolph County,28170
1992,54083,WV,Randolph County,28257
1993,54083,WV,Randolph County,28564
1994,54083,WV,Randolph County,28525
1995,54083,WV,Randolph County,28747
1996,54083,WV,Randolph County,28883
1997,54083,WV,Randolph County,28684
1998,54083,WV,Randolph County,28672
1999,54083,WV,Randolph County,28654
1990,54085,WV,Ritchie County,10246
1991,54085,WV,Ritchie County,10194
1992,54085,WV,Ritchie County,10150
1993,54085,WV,Ritchie County,10192
1994,54085,WV,Ritchie County,10264
1995,54085,WV,Ritchie County,10206
1996,54085,WV,Ritchie County,10224
1997,54085,WV,Ritchie County,10232
1998,54085,WV,Ritchie County,10381
1999,54085,WV,Ritchie County,10480
1990,54087,WV,Roane County,15017
1991,54087,WV,Roane County,15090
1992,54087,WV,Roane County,15109
1993,54087,WV,Roane County,15086
1994,54087,WV,Roane County,15188
