year,fips_code,state,county_name,population
2011,27137,MN,St. Louis County,200323
2012,27137,MN,St. Louis County,200351
2013,27137,MN,St. Louis County,200526
2014,27137,MN,St. Louis County,200685
2015,27137,MN,St. Louis County,200222
2016,27137,MN,St. Louis County,199980
2010,27139,MN,Scott County,130518
2011,27139,MN,Scott County,132636
2012,27139,MN,Scott County,135233
2013,27139,MN,Scott County,137481
2014,27139,MN,Scott County,139443
2015,27139,MN,Scott County,141613
2016,27139,MN,Scott County,143680
2010,27141,MN,Sherburne County,88798
2011,27141,MN,Sherburne County,89266
2012,27141,MN,Sherburne County,89518
2013,27141,MN,Sherburne County,90184
2014,27141,MN,Sherburne County,91088
2015,27141,MN,Sherburne County,91623
2016,27141,MN,Sherburne County,93528
2010,27143,MN,Sibley County,15232
2011,27143,MN,Sibley County,15184
2012,27143,MN,Sibley County,15114
2013,27143,MN,Sibley County,15057
2014,27143,MN,Sibley County,14912
2015,27143,MN,Sibley County,14877
2016,27143,MN,Sibley County,14827
2010,27145,MN,Stearns County,150749
2011,27145,MN,Stearns County,151310
2012,27145,MN,Stearns County,151812
2013,27145,MN,Stearns County,152397
2014,27145,MN,Stearns County,153485
2015,27145,MN,Stearns County,154957
2016,27145,MN,Stearns County,155652
2010,27147,MN,Steele County,36504
2011,27147,MN,Steele County,36562
2012,27147,MN,Steele County,36295
2013,27147,MN,Steele County,36375
2014,27147,MN,Steele County,36547
2015,27147,MN,Steele County,36683
2016,27147,MN,Steele County,36805
2010,27149,MN,Stevens County,9715
2011,27149,MN,Stevens County,9726
2012,27149,MN,Stevens County,9738
2013,27149,MN,Stevens County,9755
2014,27149,MN,Stevens County,9831
2015,27149,MN,Stevens County,9791
2016,27149,MN,Stevens County,9693
2010,27151,MN,Swift County,9753
2011,27151,MN,Swift County,9686
2012,27151,MN,Swift County,9618
2013,27151,MN,Swift County,9549
2014,27151,MN,Swift County,9474
2015,27151,MN,Swift County,9354
2016,27151,MN,Swift County,9419
2010,27153,MN,Todd County,24876
2011,27153,MN,Todd County,24833
2012,27153,MN,Todd County,24547
2013,27153,MN,Todd County,24427
2014,27153,MN,Todd County,24246
2015,27153,MN,Todd County,24220
2016,27153,MN,Todd County,24233
2010,27155,MN,Traverse County,3541
2011,27155,MN,Traverse County,3514
2012,27155,MN,Traverse County,3426
2013,27155,MN,Traverse County,3413
2014,27155,MN,Traverse County,3390
2015,27155,MN,Traverse County,3398
2016,27155,MN,Traverse County,3356
2010,27157,MN,Wabasha County,21663
2011,27157,MN,Wabasha County,21528
2012,27157,MN,Wabasha County,21396
2013,27157,MN,Wabasha County,21414
2014,27157,MN,Wabasha County,21309
2015,27157,MN,Wabasha County,21243
2016,27157,MN,Wabasha County,21273
2010,27159,MN,Wadena County,13842
2011,27159,MN,Wadena County,13709
2012,27159,MN,Wadena County,13690
2013,27159,MN,Wadena County,13758
2014,27159,MN,Wadena County,13729
2015,27159,MN,Wadena County,13838
2016,27159,MN,Wadena County,13761
2010,27161,MN,Waseca County,19138
2011,27161,MN,Waseca County,19175
2012,27161,MN,Waseca County,19199
2013,27161,MN,Waseca County,19081
2014,27161,MN,Waseca County,18977
2015,27161,MN,Waseca County,19001
2016,27161,MN,Waseca County,18911
2010,27163,MN,Washington County,238992
2011,27163,MN,Washington County,241559
2012,27163,MN,Washington County,244011
2013,27163,MN,Washington County,246470
2014,27163,MN,Washington County,249026
2015,27163,MN,Washington County,251103
2016,27163,MN,Washington County,253117
2010,27165,MN,Watonwan County,11197
2011,27165,MN,Watonwan County,11175
2012,27165,MN,Watonwan County,11121
2013,27165,MN,Watonwan County,11049
2014,27165,MN,Watonwan County,10951
2015,27165,MN,Watonwan County,10950
2016,27165,MN,Watonwan County,10908
2010,27167,MN,Wilkin County,6577
2011,27167,MN,Wilkin County,6583
2012,27167,MN,Wilkin County,6616
2013,27167,MN,Wilkin County,6539
2014,27167,MN,Wilkin County,6490
2015,27167,MN,Wilkin County,6392
2016,27167,MN,Wilkin County,6358
2010,27169,MN,Winona County,51419
2011,27169,MN,Winona County,51363
2012,27169,MN,Winona County,51368
2013,27169,MN,Winona County,51346
2014,27169,MN,Winona County,51125
2015,27169,MN,Winona County,50939
2016,27169,MN,Winona County,50948
2010,27171,MN,Wright County,125132
2011,27171,MN,Wright County,126352
2012,27171,MN,Wright County,127377
2013,27171,MN,Wright County,128396
2014,27171,MN,Wright County,130030
2015,27171,MN,Wright County,131255
2016,27171,MN,Wright County,132550
2010,27173,MN,Yellow Medicine County,10426
2011,27173,MN,Yellow Medicine County,10294
2012,27173,MN,Yellow Medicine County,10180
2013,27173,MN,Yellow Medicine County,10129
2014,27173,MN,Yellow Medicine County,10045
2015,27173,MN,Yellow Medicine County,9899
2016,27173,MN,Yellow Medicine County,9935
2010,28001,MS,Adams County,32558
2011,28001,MS,Adams County,32411
2012,28001,MS,Adams County,32180
2013,28001,MS,Adams County,32104
2014,28001,MS,Adams County,31913
2015,28001,MS,Adams County,31292
2016,28001,MS,Adams County,31248
2010,28003,MS,Alcorn County,37106
2011,28003,MS,Alcorn County,37309
2012,28003,MS,Alcorn County,37243
2013,28003,MS,Alcorn County,37341
2014,28003,MS,Alcorn County,37325
2015,28003,MS,Alcorn County,37331
2016,28003,MS,Alcorn County,37304
2010,28005,MS,Amite County,13113
2011,28005,MS,Amite County,13172
2012,28005,MS,Amite County,12964
2013,28005,MS,Amite County,12865
2014,28005,MS,Amite County,12607
2015,28005,MS,Amite County,12565
2016,28005,MS,Amite County,12458
2010,28007,MS,Attala County,19539
2011,28007,MS,Attala County,19318
2012,28007,MS,Attala County,19105
2013,28007,MS,Attala County,19301
2014,28007,MS,Attala County,19088
2015,28007,MS,Attala County,18995
2016,28007,MS,Attala County,18934
2010,28009,MS,Benton County,8696
2011,28009,MS,Benton County,8708
2012,28009,MS,Benton County,8654
2013,28009,MS,Benton County,8502
2014,28009,MS,Benton County,8304
2015,28009,MS,Benton County,8164
2016,28009,MS,Benton County,8264
2010,28011,MS,Bolivar County,34089
2011,28011,MS,Bolivar County,33830
2012,28011,MS,Bolivar County,34059
2013,28011,MS,Bolivar County,34046
2014,28011,MS,Bolivar County,33883
2015,28011,MS,Bolivar County,33349
2016,28011,MS,Bolivar County,32737
2010,28013,MS,Calhoun County,14952
2011,28013,MS,Calhoun County,14911
2012,28013,MS,Calhoun County,14846
2013,28013,MS,Calhoun County,14735
2014,28013,MS,Calhoun County,14732
2015,28013,MS,Calhoun County,14696
2016,28013,MS,Calhoun County,14610
2010,28015,MS,Carroll County,10580
2011,28015,MS,Carroll County,10461
2012,28015,MS,Carroll County,10409
2013,28015,MS,Carroll County,10354
2014,28015,MS,Carroll County,10249
2015,28015,MS,Carroll County,10238
2016,28015,MS,Carroll County,10255
2010,28017,MS,Chickasaw County,17413
2011,28017,MS,Chickasaw County,17479
2012,28017,MS,Chickasaw County,17455
2013,28017,MS,Chickasaw County,17354
2014,28017,MS,Chickasaw County,17364
2015,28017,MS,Chickasaw County,17368
2016,28017,MS,Chickasaw County,17246
2010,28019,MS,Choctaw County,8561
2011,28019,MS,Choctaw County,8403
2012,28019,MS,Choctaw County,8357
2013,28019,MS,Choctaw County,8404
2014,28019,MS,Choctaw County,8305
2015,28019,MS,Choctaw County,8294
2016,28019,MS,Choctaw County,8242
2010,28021,MS,Claiborne County,9572
2011,28021,MS,Claiborne County,9785
2012,28021,MS,Claiborne County,9380
2013,28021,MS,Claiborne County,9167
2014,28021,MS,Claiborne County,9186
2015,28021,MS,Claiborne County,9171
2016,28021,MS,Claiborne County,9139
2010,28023,MS,Clarke County,16708
2011,28023,MS,Clarke County,16661
2012,28023,MS,Clarke County,16500
2013,28023,MS,Clarke County,16368
2014,28023,MS,Clarke County,16257
2015,28023,MS,Clarke County,16003
2016,28023,MS,Clarke County,15888
2010,28025,MS,Clay County,20548
2011,28025,MS,Clay County,20493
2012,28025,MS,Clay County,20384
2013,28025,MS,Clay County,20339
2014,28025,MS,Clay County,20139
2015,28025,MS,Clay County,20022
2016,28025,MS,Clay County,19850
2010,28027,MS,Coahoma County,26123
2011,28027,MS,Coahoma County,25872
2012,28027,MS,Coahoma County,25646
2013,28027,MS,Coahoma County,25188
2014,28027,MS,Coahoma County,24880
2015,28027,MS,Coahoma County,24495
2016,28027,MS,Coahoma County,23809
2010,28029,MS,Copiah County,29428
2011,28029,MS,Copiah County,29267
2012,28029,MS,Copiah County,28956
2013,28029,MS,Copiah County,28825
2014,28029,MS,Copiah County,28882
2015,28029,MS,Copiah County,28754
2016,28029,MS,Copiah County,28482
2010,28031,MS,Covington County,19595
2011,28031,MS,Covington County,19514
2012,28031,MS,Covington County,19553
2013,28031,MS,Covington County,19412
2014,28031,MS,Covington County,19402
2015,28031,MS,Covington County,19577
2016,28031,MS,Covington County,19569
2010,28033,MS,DeSoto County,161783
2011,28033,MS,DeSoto County,163984
2012,28033,MS,DeSoto County,166405
2013,28033,MS,DeSoto County,168395
2014,28033,MS,DeSoto County,170825
2015,28033,MS,DeSoto County,173212
2016,28033,MS,DeSoto County,175611
2010,28035,MS,Forrest County,75001
2011,28035,MS,Forrest County,75889
2012,28035,MS,Forrest County,76613
2013,28035,MS,Forrest County,76783
2014,28035,MS,Forrest County,76075
2015,28035,MS,Forrest County,75921
2016,28035,MS,Forrest County,75979
2010,28037,MS,Franklin County,8117
2011,28037,MS,Franklin County,7985
2012,28037,MS,Franklin County,7884
2013,28037,MS,Franklin County,7884
2014,28037,MS,Franklin County,7783
2015,28037,MS,Franklin County,7759
2016,28037,MS,Franklin County,7782
2010,28039,MS,George County,22660
2011,28039,MS,George County,22835
2012,28039,MS,George County,22911
2013,28039,MS,George County,23193
2014,28039,MS,George County,23334
2015,28039,MS,George County,23432
2016,28039,MS,George County,23695
2010,28041,MS,Greene County,14404
2011,28041,MS,Greene County,14291
2012,28041,MS,Greene County,14290
2013,28041,MS,Greene County,14237
2014,28041,MS,Greene County,14286
2015,28041,MS,Greene County,13485
2016,28041,MS,Greene County,13408
2010,28043,MS,Grenada County,21855
2011,28043,MS,Grenada County,21584
2012,28043,MS,Grenada County,21610
2013,28043,MS,Grenada County,21544
2014,28043,MS,Grenada County,21654
2015,28043,MS,Grenada County,21507
2016,28043,MS,Grenada County,21275
2010,28045,MS,Hancock County,44103
2011,28045,MS,Hancock County,44767
2012,28045,MS,Hancock County,45331
2013,28045,MS,Hancock County,45592
2014,28045,MS,Hancock County,46061
2015,28045,MS,Hancock County,46366
2016,28045,MS,Hancock County,46791
2010,28047,MS,Harrison County,187893
2011,28047,MS,Harrison County,190942
2012,28047,MS,Harrison County,193692
2013,28047,MS,Harrison County,196367
2014,28047,MS,Harrison County,198597
2015,28047,MS,Harrison County,200962
2016,28047,MS,Harrison County,203234
2010,28049,MS,Hinds County,245694
2011,28049,MS,Hinds County,247898
2012,28049,MS,Hinds County,247694
2013,28049,MS,Hinds County,245918
2014,28049,MS,Hinds County,244906
2015,28049,MS,Hinds County,243234
2016,28049,MS,Hinds County,241229
2010,28051,MS,Holmes County,19400
2011,28051,MS,Holmes County,19208
2012,28051,MS,Holmes County,19076
2013,28051,MS,Holmes County,18790
2014,28051,MS,Holmes County,18516
2015,28051,MS,Holmes County,18356
2016,28051,MS,Holmes County,17999
2010,28053,MS,Humphreys County,9330
2011,28053,MS,Humphreys County,9327
2012,28053,MS,Humphreys County,9215
2013,28053,MS,Humphreys County,8948
2014,28053,MS,Humphreys County,8774
2015,28053,MS,Humphreys County,8658
2016,28053,MS,Humphreys County,8513
2010,28055,MS,Issaquena County,1394
2011,28055,MS,Issaquena County,1394
2012,28055,MS,Issaquena County,1411
2013,28055,MS,Issaquena County,1413
2014,28055,MS,Issaquena County,1384
2015,28055,MS,Issaquena County,1330
2016,28055,MS,Issaquena County,1294
2010,28057,MS,Itawamba County,23411
2011,28057,MS,Itawamba County,23341
2012,28057,MS,Itawamba County,23392
2013,28057,MS,Itawamba County,23465
2014,28057,MS,Itawamba County,23520
2015,28057,MS,Itawamba County,23649
2016,28057,MS,Itawamba County,23529
2010,28059,MS,Jackson County,139454
2011,28059,MS,Jackson County,140034
2012,28059,MS,Jackson County,139999
2013,28059,MS,Jackson County,140353
2014,28059,MS,Jackson County,141422
2015,28059,MS,Jackson County,141233
2016,28059,MS,Jackson County,141241
2010,28061,MS,Jasper County,16987
2011,28061,MS,Jasper County,16801
2012,28061,MS,Jasper County,16547
2013,28061,MS,Jasper County,16491
2014,28061,MS,Jasper County,16514
2015,28061,MS,Jasper County,16561
2016,28061,MS,Jasper County,16578
2010,28063,MS,Jefferson County,7711
2011,28063,MS,Jefferson County,7579
2012,28063,MS,Jefferson County,7656
2013,28063,MS,Jefferson County,7632
2014,28063,MS,Jefferson County,7567
2015,28063,MS,Jefferson County,7489
2016,28063,MS,Jefferson County,7297
2010,28065,MS,Jefferson Davis County,12443
2011,28065,MS,Jefferson Davis County,12180
2012,28065,MS,Jefferson Davis County,12093
2013,28065,MS,Jefferson Davis County,11956
2014,28065,MS,Jefferson Davis County,11815
2015,28065,MS,Jefferson Davis County,11604
2016,28065,MS,Jefferson Davis County,11385
2010,28067,MS,Jones County,67818
2011,28067,MS,Jones County,67858
2012,28067,MS,Jones County,68328
2013,28067,MS,Jones County,68826
2014,28067,MS,Jones County,68233
2015,28067,MS,Jones County,68224
2016,28067,MS,Jones County,67953
2010,28069,MS,Kemper County,10457
2011,28069,MS,Kemper County,10257
2012,28069,MS,Kemper County,10351
2013,28069,MS,Kemper County,10260
2014,28069,MS,Kemper County,10188
2015,28069,MS,Kemper County,9943
2016,28069,MS,Kemper County,9896
2010,28071,MS,Lafayette County,47563
2011,28071,MS,Lafayette County,48416
2012,28071,MS,Lafayette County,50367
2013,28071,MS,Lafayette County,51633
2014,28071,MS,Lafayette County,52154
2015,28071,MS,Lafayette County,53014
2016,28071,MS,Lafayette County,53796
2010,28073,MS,Lamar County,56081
2011,28073,MS,Lamar County,57140
2012,28073,MS,Lamar County,57862
2013,28073,MS,Lamar County,58887
2014,28073,MS,Lamar County,59883
2015,28073,MS,Lamar County,60570
2016,28073,MS,Lamar County,60914
2010,28075,MS,Lauderdale County,80413
2011,28075,MS,Lauderdale County,80620
2012,28075,MS,Lauderdale County,80266
2013,28075,MS,Lauderdale County,80283
2014,28075,MS,Lauderdale County,79356
2015,28075,MS,Lauderdale County,78505
2016,28075,MS,Lauderdale County,77755
2010,28077,MS,Lawrence County,12897
2011,28077,MS,Lawrence County,12672
2012,28077,MS,Lawrence County,12612
2013,28077,MS,Lawrence County,12512
2014,28077,MS,Lawrence County,12522
2015,28077,MS,Lawrence County,12618
2016,28077,MS,Lawrence County,12749
2010,28079,MS,Leake County,23756
2011,28079,MS,Leake County,23286
2012,28079,MS,Leake County,23235
2013,28079,MS,Leake County,23311
2014,28079,MS,Leake County,23183
2015,28079,MS,Leake County,22706
2016,28079,MS,Leake County,22620
2010,28081,MS,Lee County,82910
2011,28081,MS,Lee County,84172
2012,28081,MS,Lee County,85093
2013,28081,MS,Lee County,85384
2014,28081,MS,Lee County,85250
2015,28081,MS,Lee County,85295
2016,28081,MS,Lee County,85381
2010,28083,MS,Leflore County,32402
2011,28083,MS,Leflore County,32027
2012,28083,MS,Leflore County,30781
2013,28083,MS,Leflore County,30780
2014,28083,MS,Leflore County,30784
2015,28083,MS,Leflore County,30300
2016,28083,MS,Leflore County,29856
2010,28085,MS,Lincoln County,34878
2011,28085,MS,Lincoln County,34856
2012,28085,MS,Lincoln County,34835
2013,28085,MS,Lincoln County,34733
2014,28085,MS,Lincoln County,34763
2015,28085,MS,Lincoln County,34601
2016,28085,MS,Lincoln County,34523
2010,28087,MS,Lowndes County,59802
2011,28087,MS,Lowndes County,59590
2012,28087,MS,Lowndes County,59680
2013,28087,MS,Lowndes County,59945
2014,28087,MS,Lowndes County,59953
2015,28087,MS,Lowndes County,59744
2016,28087,MS,Lowndes County,59602
2010,28089,MS,Madison County,95587
2011,28089,MS,Madison County,97171
2012,28089,MS,Madison County,98549
2013,28089,MS,Madison County,100187
2014,28089,MS,Madison County,101698
2015,28089,MS,Madison County,103409
2016,28089,MS,Madison County,105114
2010,28091,MS,Marion County,27022
2011,28091,MS,Marion County,26712
2012,28091,MS,Marion County,26365
2013,28091,MS,Marion County,26121
2014,28091,MS,Marion County,25778
2015,28091,MS,Marion County,25533
2016,28091,MS,Marion County,25251
2010,28093,MS,Marshall County,37080
2011,28093,MS,Marshall County,36759
2012,28093,MS,Marshall County,36558
2013,28093,MS,Marshall County,36497
2014,28093,MS,Marshall County,36199
2015,28093,MS,Marshall County,35927
2016,28093,MS,Marshall County,35801
2010,28095,MS,Monroe County,36900
2011,28095,MS,Monroe County,36553
2012,28095,MS,Monroe County,36396
2013,28095,MS,Monroe County,36113
2014,28095,MS,Monroe County,35986
2015,28095,MS,Monroe County,35777
2016,28095,MS,Monroe County,35873
2010,28097,MS,Montgomery County,10906
2011,28097,MS,Montgomery County,10755
2012,28097,MS,Montgomery County,10561
2013,28097,MS,Montgomery County,10529
2014,28097,MS,Montgomery County,10328
2015,28097,MS,Montgomery County,10158
2016,28097,MS,Montgomery County,10187
2010,28099,MS,Neshoba County,29673
2011,28099,MS,Neshoba County,29698
2012,28099,MS,Neshoba County,29683
2013,28099,MS,Neshoba County,29465
2014,28099,MS,Neshoba County,29407
2015,28099,MS,Neshoba County,29414
2016,28099,MS,Neshoba County,29403
2010,28101,MS,Newton County,21667
2011,28101,MS,Newton County,21488
2012,28101,MS,Newton County,21596
2013,28101,MS,Newton County,21650
2014,28101,MS,Newton County,21784
2015,28101,MS,Newton County,21670
2016,28101,MS,Newton County,21558
2010,28103,MS,Noxubee County,11496
